SalaryUSD|Country|PrimaryDatabase|YearsWithThisDatabase|EmploymentStatus|JobTitle|ManageStaff|YearsWithThisTypeOfJob|HowManyCompanies|OtherPeopleOnYourTeam|PopulationOfLargestCityWithin20Miles|EmploymentSector|CareerPlansThisYear|Gender|DatabaseServers|Education|EducationIsComputerRelated|Certifications|HoursWorkedPerWeek|TelecommuteDaysPerWeek
125000|USA|M|12|E|DBAG|N|12|5|1|c|NP|S|M|60|Masters|Yes|YesValid|45|zero
125000|USA|M|13|E|D|N|12|6|0|C|PB||M|5|Associates (2 years)|Yes|YesExpired|37|zero
78600|USA|M|4|E|DA|N|4|1|4|c|PB|S|M|110|Bachelors (4 years)|Yes|N|42|zero
56000|South-Africa|M|15|E|DT|N|15|1|1|m|PB|S|M|85|Bachelors (4 years)|No|N|40|three
95000|Canada|M|18|E|DBAP|N|17|3|3|C|PB|SR|M|70|Associates (2 years)|Yes|N|38|two
130000|USA|M|8|E|DT|N|8|4|6|m|PB|S|M|30|Masters|Yes|YesExpired|45|zero
120000|Norway|M|10|EC|DBAG|N|20|3|4|C|PB|S|M|20|None (no degree completed)||YesValid|60|four
76000|UK|M|5|E|DBAG|N|5|3|1|m|PB|SR|M|9|Bachelors (4 years)|No|N|40|zero
62100|Macedonia|M|11|IC|DBAP|Y|9|1|0|C|PB||M|40|Bachelors (4 years)|Yes|YesValid|50|five
90000|UK|M|18|IC|D|N|25|6|0|c|PB|S|M|5|Bachelors (4 years)|No|YesValid|35|three
110000|Norway|SAP|15|E|DBAP|N|15|1|1|t|PB|S|M|50|Bachelors (4 years)|Yes|N|45|two
54772|UK|M|19|E|AN|N|19|6|1|C|PB|S|F|45|Associates (2 years)|No|YesExpired|40|zero
83000|USA|M|4|E|DBAP|N|4|1|6|C|NP|SR|M|50|Bachelors (4 years)|Yes|YesExpired|40|zero
56000|Sweden|M|10|E|DBAP|N|1|2|3|m|PB||M|120|None (no degree completed)||N|40|zero
27000|Belgium|M|2|EC|DBAG|N|2|1|6|T|PB||M|20|Bachelors (4 years)|Yes|YesValid|40|zero
34000|Hungary|M|18|E|DBAG|N|1|3|0|m|PB|SR|M|12|Bachelors (4 years)|No|YesValid|40|zero
69600|Ukraine|M|10|E|DBAP|Y|10|6|0|m|PB||M|58|Masters|Yes|YesValid|40|zero
142000|USA|M|11|E|DS|Y|2|1|0|m|PB|C|M|150|Masters|Yes|YesValid|40|zero
31500|Ukraine|M|13|EC|DT|N|13|3|0|m|PB|S|M|7|Masters|Yes|N|40|three
3500|Ukraine|M|12|E|DT|N|15|5|3|c|PB|SR||5|Masters|No|N|40|one
123600|USA|M|15|E|DBAP|N|6|2|0|c|PB|S|M|50|None (no degree completed)||YesValid|45|zero
41000|Netherlands|M|7|E|DT|N|7|1|0|c|PB|S|M|3|Bachelors (4 years)|Yes|YesValid|38|zero
97000|USA|M|18|E|DBAG|N|7|2|1|c|PB||M|6|Bachelors (4 years)|Yes|N|45|zero
108000|USA|M|8|E|M|Y|3|2|0|c|PB|S|M|30|Bachelors (4 years)|No|N|42|zero
2900|Ukraine|M|8|E|DBAP|N|8|3|2|m|PB|S|M|140|Masters||N|40|zero
2900|Ukraine|M|8|E|DBAP|N|8|3|2|m|PB|S|M|140|Masters||N|40|zero
35000|Ukraine|M|8|E|DBAG|N|8|3|3|m|PB|S|M|140|Masters|Yes|N|40|zero
83000|Canada|M|16|E|DBAP|N|22|3|1|m|SG|S|M|18|Bachelors (4 years)|Yes|N|40|zero
31000|Ukraine|M|6|E|DBAP|N|6|4|3|m|PB|S|M|120|Masters||YesValid|40|five
151500|USA|M|22|E|DT|N|30|2|0|C|PB|S|M|12|Bachelors (4 years)|No|YesExpired|36|zero
85000|USA|M|13|E|DBAP|N|13|1|0|C|E|S|M|45|Bachelors (4 years)|Yes|YesExpired|40|zero
95000|USA|M|5|E|DBAP|N|5|4|0|m|PB|SR|F|55|Bachelors (4 years)|Yes|YesValid|40|zero
36000|CzechRepublic|P|5|EC|DA|Y|15|2|4|m|PB|S|M|10|None (no degree completed)|Yes|N|40|zero
77000|USA|M|6|E|DBAP|N|6|1|1|c|NP|S|M|62|Bachelors (4 years)|Yes|YesValid|40|one
83000|USA|M|7|E|D|N|4|1|0|C|PB|SR|M|6|Masters|Yes|YesValid|50|three
2400|Ukraine|M|8|E|DA|N|6|2|2|m|PB|SE|M|10|Doctorate/PhD|Yes|YesExpired|40|five
98000|USA|M|4|E|E|N|4|1|0|C|NP|S|M|6|None (no degree completed)||YesValid|40|two
143000|USA|M|15|E|DBAP|N|22|5|4|C|PB|C|M|27|Bachelors (4 years)|Yes|N|40|one
84000|USA|M|7|E|DBAG|N|3|2|1|C|PB|S|M|6|Bachelors (4 years)|Yes|N|40|zero
95000|USA|A|1|E|DA|N|15|2|6|c|PB||M|30|None (no degree completed)||N|40|five
131500|USA|M|14|E|DBAG|Y|3|3|0|T|PB|SE|M|6|Bachelors (4 years)|Yes|N|40|one
85000|USA|M|2|E|DBAG|N|2|2|0|C|PB|S|M|5|Masters|Yes|N|40|zero
59850|UK|M|16|E|AN|N|12|2|0|c|PB|SE|M|17|Masters|Yes|N|38|zero
65770|UK|M|5|E|DBAP|N|5|1|6|c|PB||M|2000|Bachelors (4 years)|Yes|N|50|zero
107000|USA|M|11|E|DT|N|11|3|2|c|NP|C|M|3|Masters|Yes|N|40|two
80000|USA|M|7|E|DBAG|N|7|2|0|T|PB|S|M|10|None (no degree completed)||N|40|zero
105000|USA|M|14|E|DBAP|N|14|3|3|T|PB|S|M|800|None (no degree completed)|No|YesValid|40|zero
64000|New-Zealand|M|10|IC|DA|Y|2|1|0|T|PB|S|M|5|Bachelors (4 years)|No|N|45|one
138000|USA|M|15|E|DT|N|15|3|4|m|PB|SR|M|10|Bachelors (4 years)|Yes|N|50|one
115000|USA|M|13|E|DBAG|N|9|3|0|m|PB|S|F|19|Bachelors (4 years)|No|N|40|one
79000|Australia|M|10|E|DBAG|N|10|1|1|m|NP|C|M|100|Bachelors (4 years)|Yes|YesExpired|38|zero
120000|USA|M|18|E|DBAD|N|18|2|0|m|PB|S|F|20|Bachelors (4 years)|No|YesValid|50|zero
43000|USA|M|1|E|AN|N|1|1|1|C|PB|SR|M|2|Bachelors (4 years)|No|N|40|zero
3300|Ukraine|P|3|E|DBAG|Y|8|3|0|m|PB||M|10|Bachelors (4 years)|Yes|YesValid|35|five
48000|Poland|M|15|E|DBAP|Y|18|2|3|C|PB|S|M|100|Bachelors (4 years)|Yes|YesValid|40|zero
55000|Spain|M|15|E|DBAG|N|19|2|0|m|PB|S|M|50|None (no degree completed)||YesExpired|40|zero
66000|Sweden|M|6|E|DBAP|N|2|1|4|c|PB|SR|M|250|Associates (2 years)|No|YesExpired|40|zero
11100|USA|M|6|E|D|N|5|1|4|T|PB|C|M|30|Bachelors (4 years)|Yes|N|50|zero
117000|USA|M|15|E|A|N|6|1|0|T|PB|S|M|50|Bachelors (4 years)|No|N|43|zero
105000|USA|M|13|E|DBAP|N|13|1|1|C|SG|S|M|40|Bachelors (4 years)|Yes|N|40|zero
105000|Canada|M|20|E|DBAG|N|18|2|2|m|SG|S|M|50|Bachelors (4 years)|Yes|YesExpired|50|zero
45000|UK|M|4|E|DT|Y|2|2|2|c|LG|S|M|4|None (no degree completed)||YesValid|40|zero
150000|USA|M|14|E|M|Y|1|1|1|C|PB|S|M|64|Bachelors (4 years)|Yes|YesExpired|45|two
77700|USA|M|6|E|DBAP|N|6|1|1|C|PB|S|M|70|Associates (2 years)|Yes|N|80|zero
175000|USA|M|1|E|M|Y|7|1|0|m|PB|S|M|15|Masters|Yes|N|55|zero
31000|Serbia-and-Montenegro|M|7|E|DBAP|N|7|3|4|m|PB|S|M|400|Bachelors (4 years)|Yes|N|45|two
115000|USA|M|8|E|DBAG|N|5|3|2|C|PB|S|M|23|Bachelors (4 years)|Yes|YesExpired|45|four
16000|India|M|7|E|DT|N|2|3|3|C|PB|SR|M|10|Masters|Yes|N|45|zero
139000|USA|M|15|E|DBAP|N|15|3|2|m|PB|C|M|30|Masters|Yes|YesExpired|45|zero
160000|USA|M|10|E|DBAG|N|10|2|0|m|FG|S|M|60|None (no degree completed)||YesValid|40|five
100000|USA|M|18|E|E|N|4|1|2|m|PB|C|M|10|Bachelors (4 years)|No|YesValid|40|two
35000|Ukraine|M|15|EC|DBAP|N|2|3|0|C|PB|S|M|15|Masters|Yes|YesValid|40|five
132000|USA|M|18|E|A|Y|13|2|1|T|PB|C|F|0|Bachelors (4 years)|No|N|45|zero
79500|Sweden|M|13|EC|DBAG|N|13|3|0|m|PB||M|6|Masters|No|N|40|zero
250000|New-Zealand|M|20|IC|DBAD|N|1|6|1|C|PB|SR|M|6|Bachelors (4 years)|Yes|YesExpired|40|zero
35362|New-Zealand|M|8|E|DBAD|N|8|1|0|T|E|S|M|8|Bachelors (4 years)|Yes|YesValid|60|zero
100000|USA|M|4|E|DBAP|Y|1|3|6|m|PB|S|M|1000|Associates (2 years)|Yes|YesValid|40|five
12000|Ukraine|M|6|E|DBAG|N|10|4|0|c|PB||M|10|Masters|Yes|N|42|zero
32200|Greece|M|5|E|DBAG|Y|20|2|1|c|PB|SE|M|10|Masters|Yes|N|40|zero
76000|USA|M|7|E|DBAG|N|7|3|2|C|PB|S|M|150|Bachelors (4 years)|Yes|YesValid|42|zero
80000|USA|M|5|E|DBAG|N|1|1|4|c|PB|S|M|120|Bachelors (4 years)|Yes|YesValid|45|one
70000|USA|M|4|E|DA|N|4|2|5|C|PB|SR|M|5|Bachelors (4 years)|Yes|YesValid|50|zero
85000|USA|M|15|E|D|N|10|5|0|C|PB|SR|F|1|Bachelors (4 years)|Yes|N|40|two
160000|USA|M|15|E|M|Y|10|2|3|m|PB||M|180|Masters|Yes|YesExpired|50|three
122000|USA|M|9|E|DBAP|N|23|3|1|c|PB|S|M|200|None (no degree completed)||N|42|five
120000|USA|M|7|EC|DBAG|N|5|3|1|m|PB|S|M|20|None (no degree completed)||N|40|one
85000|USA|M|7|E||N|7|1|0|C|PB||F|5|Masters|Yes|N|41|zero
95000|USA|M|10|E|DT|N|10|4|1|T|PB|S|M|10|Masters|Yes|YesValid|45|five
105607|USA|M|5|E|DBAG|N|6|5|0|m|PB|SE|M|20|None (no degree completed)||YesValid|50|zero
144000|USA|M|15|E||Y|10|2|0|m|PB|S|M|50|Bachelors (4 years)|No|N|65|five
115000|USA|O|5|E|D|N|6|3|2|m|FG|SR|M|30|Bachelors (4 years)|No|YesValid|40|five
164000|USA|M|20|E|A|N|30|3|0|m|PB|SR|M|30|None (no degree completed)|No|N|50|five
92000|USA|M|20|E|DT|N|6|2|5|m|PB|S|M|15|Bachelors (4 years)|Yes|YesExpired|40|zero
93000|USA|M|5|E||N|15|3|1|m|PB|S|M|5|Bachelors (4 years)|Yes|YesExpired|45|zero
80000|USA|M|2|E|DBAP|N|2|2|1|C|PB|S|M|70|Bachelors (4 years)|Yes|YesValid|48|one
56000|USA|M|1|E|DBAG|N|1|5|0|T|SG|S|M|100|Associates (2 years)|Yes|N|40|zero
116000|USA|M|18|E|DBAG|N|22|3|0|c|PB|S|F|70|Bachelors (4 years)|Yes|YesExpired|45|one
112000|USA|M|13|EC|D|N|8|3|2|C|PB|S|M|2|Bachelors (4 years)|Yes|YesValid|44|five
118000|USA|M|15|E|DBAG|N|15|5|0|m|PB|SE|F|8|Bachelors (4 years)|Yes|YesExpired|50|one
107000|USA|M|15|E|DBAG|N|3|4|2|m|PB|S|M|120|Masters|No|N|49|two
64000|Guernsey|M|10|E|DBAG|N|1|2|0|t|PB|S|M|70|Bachelors (4 years)|Yes|YesExpired|36|zero
85216|Germany|M|8|E|DBAP|N|8|1|1|m|PB|S|M|350|None (no degree completed)||N|38|zero
264000|Israel|M|7|E|DBAD|N|10|2|0|m|PB|SR|M|10|Bachelors (4 years)|Yes|N|45|zero
123000|USA|M|25|E|DBAG|N|20|2|1|T|PB|S|M|125|Bachelors (4 years)|No|N|44|zero
59000|USA|M|10|E|DBAG|N|11|1|1|T|E|SE|F|75|Masters|Yes|YesValid|40|two
129000|USA|M|24|IC|A|Y|24|6|3|t|PB||M|8|None (no degree completed)||N|40|four
105000|USA|M|15|E|DBAG|N|22|1|0|c|PB|SR|M|45|Bachelors (4 years)|Yes|N|40|one
98000|Germany|M|13|E|D|N|8|2|3|C|PB|S|M|20|Masters|Yes|YesValid|40|zero
105000|USA|M|5|E|D|N|1|1|3|C|PB|SR|M|20|Bachelors (4 years)|Yes|N|32|zero
138000|USA|M|18|IC|DBAD|N|3|3|6|m|PB|S|M|30|Masters|Yes|N|40|one
80000|USA|M|12|E|D|N|10|2|1|T|PB|S|M|15|None (no degree completed)||YesExpired|40|five
43500|UK|M|20|E|DBAG|N|27|1|1|C|FG|S|F|50|None (no degree completed)||N|40|zero
86708|Netherlands|M|5|EC|DT|N|18|2|2|C|PB|S||12|None (no degree completed)||YesValid|40|zero
97000|Australia|M|15|E|DBAP|N|13|3|1|t|PB|S|M|100|None (no degree completed)||YesExpired|50|five
105000|USA|M|18|E|D|N|18|3|2|C|PB|SR|M|5|Bachelors (4 years)|Yes|YesValid|40|five
88000|USA|M|9|E|DBAG|N|8|2|3|C|PB|S|M|500|Masters|Yes|N|40|zero
71000|USA|M|17|E|M|Y|18|1|0|T|PB|S|F|3|Bachelors (4 years)|No|N|41|one
125000|USA|M|17|EC|DBAG|N|15|2|6|C|PB|S|M|500|None (no degree completed)||N|45|five
96000|USA|M|16|IC|DT|N|2|2|3|C|PB|SR|M|6|Bachelors (4 years)|Yes|N|40|one
135600|USA|M|24|E|M|Y|10|2|0|c|PB|SE|M|500|Masters|Yes|YesExpired|45|one
85000|USA|M|8|E|DBAP|N|8|1|6|T|PB|S|M|136|Bachelors (4 years)|Yes|YesExpired|45|four
106500|USA|M|8|EC|E|Y|2|1|1|c|FG|C|M|30|None (no degree completed)||YesValid|50|zero
44000|USA|M|1|E|AN|N|1|1|0|T|PB|S|F|3|Associates (2 years)|No|N|40|zero
119000|USA|M|10|E|DBAP|N|4|1|5|C|SG|S|M|350|Masters|No|N|45|zero
105000|USA|M|20|E|DT|N|20|6|0|m|PB|S|M|1|Bachelors (4 years)|No|N|40|two
44000|USA|M|1|E|AN|N|1|1|0|T|PB|S|F|3|Associates (2 years)|No|N|40|zero
70000|USA|M|9|E|DT|N|1|2|1|m|PB|S|M|6|Bachelors (4 years)|Yes|YesValid|40|zero
139000|USA|M|18|E|DBAG|Y|17|2|0|m|PB|S|M|20|Bachelors (4 years)|Yes|N|45|zero
98760|USA|M|5|E|DBAP|N|5|2|6|c|PB|S|M|200|Bachelors (4 years)|Yes|N|41|five
136500|USA|M|14|E|A|N|15|3|1|m|PB|SE|M|500|None (no degree completed)||YesValid|60|one
74000|USA|O|15|E|AN|N|15|4|6|c|PB||M|8|Associates (2 years)|Yes|YesValid|40|five
75000|Australia|O|5|E|AN|Y|5|2|2|m|PB|S|M|1|None (no degree completed)||N|38|zero
112500|USA|M|7|E|DBAG|N|1|3|6|T|PB|S|M|100|None (no degree completed)|No|YesValid|40|two
142000|Switzerland|M|9|E|DT|N|4|2|0|C|PB|SE||10|Masters|Yes|YesValid|45|zero
135000|USA|M|5|E|M|N|6|1|0|m|PB|SE|M|100|Bachelors (4 years)|Yes|N|50|one
55000|USA|M|1|E|DBAG|N|1|1|6|C|PB|SR|M|450|Bachelors (4 years)|Yes|N|40|one
55000|New-Zealand|M|7|E|DBAP|Y|8|1|4|T|PB|S|M|1|Bachelors (4 years)||YesExpired|38|zero
84000|USA|M|9|E|DBAG|N|3|2|4|C|PB|S|M|25|Bachelors (4 years)|Yes|N|40|two
111000|USA|M|7|E|D|N|15|3|2|c|PB|SE|M|10|Bachelors (4 years)|Yes|YesValid|40|zero
72000|USA|M|4|E|DA|Y|4|1|0|c|PB|S|M|12|Bachelors (4 years)|Yes|N|45|zero
75000|Canada|M|20|E|DBAG|N|1|2|2|m|PB|S|M|15|Associates (2 years)|Yes|N|40|one
57000|USA|M|2|EC||N|2|1|6|m|PB|S|M|1000|Bachelors (4 years)|Yes|YesValid|45|five
77000|USA|M|4|E|DA|Y|4|1|2|C|PB|SE|M|8|Associates (2 years)|Yes|N|37|one
165000|USA|M|15|E|DBAG|Y|3|2|1|m|PB|SE|M|50|Masters|Yes|YesValid|50|one
98000|USA|M|15|E|DBAG|N|3|2|2|m|PB|SE|M|150|None (no degree completed)||N|50|one
56000|USA|P|2|E|AN|Y|3|2|2|m|PB||M|12|Bachelors (4 years)|No|N|60|zero
80000|USA|M|4|E|DT|N|4|3|1|c|PB|SE|M|300|Bachelors (4 years)|Yes|YesValid|20|one
148000|USA|M|25|E|DBAG|N|5|6|4|C|PB|S|M|100|Bachelors (4 years)|Yes|YesExpired|40|three
80000|USA|RDS|3|E|AN|N|4|3|2|m|PB|SR|M|1|Bachelors (4 years)|No|N|50|one
94000|USA|O|6|E|DBAG|N|6|1|1|m|PB|SR|M|9|Masters|Yes|YesValid|45|zero
128000|USA|M|18|E|A|N|22|6|0|m|PB|C|M|4|Masters|No|N|46|zero
75000|USA|M|4|EC|A|N|3|2|0|m|NP|SR|M|4|Bachelors (4 years)|Yes|N|43|zero
67000|USA|M|3|E|D|N|2|2|1|t|PB|S|M|10|Masters|No|N|45|five
76800|USA|O|4|E|DA|Y|4|1|3|m|PB|S|M|4|Bachelors (4 years)|Yes|N|50|one
78000|USA|M|3|E|AN|N|1|1|0|m|PB|C|M|4|None (no degree completed)||N|40|zero
140000|USA|M|13|E|A|N|13|3|1|m|PB||M|10|None (no degree completed)||N|40|one
87000|USA|M|9|E|DBAG|N|2|2|0|m|NP|S|M|15|None (no degree completed)||N|50|two
125000|USA|M|16|E|DBAG|Y|5|2|0|T|PB|S|M|26|Bachelors (4 years)|Yes|N|55|one
120000|USA|M|20|E|DBAG|N|20|2|1|m|PB|S|M|30|Associates (2 years)|Yes|N|50|zero
130000|USA|M|3|E|DA|Y|10|3|4|m|PB|S|M|50|Masters|Yes|N|45|one
90000|USA||1|E|E|N|1|1|6|m|PB|S|M|8|Bachelors (4 years)||N|45|one
125000|USA|M|10|E|DBAD|N|7|2|1|C|PB|S|M|12|Bachelors (4 years)|Yes|N|40|zero
115000|USA|M|13|E|DBAP|N|8|3|0|C|PB|S|M|40|Bachelors (4 years)|Yes|N|40|zero
80000|USA||3|E|AN|N|1|2|6|c|PB|SE|M|3|Masters|No|N|45|zero
67500|USA|M|5|E|A|N|1|1|3|c|NP|SR|M|10|Associates (2 years)|No|N|40|zero
109000|USA|M|12|E|A|N|12|3|0|C|PB|S|M|15|Bachelors (4 years)|Yes|YesExpired|40|two
99000|USA|M|3|E|DBAG|Y|3|1|6|c|PB|S|M|150|Bachelors (4 years)|Yes|YesValid|50|zero
250000|USA|M|16|IC|A|N|16|2|0|T|PB|S|M|8|Bachelors (4 years)|Yes|N|40|five
104000|Denmark|M|12|E|DT|N|12|1|0|m|PB|S|M|4|Bachelors (4 years)|Yes|N|37|zero
79800|USA|M|5|E|DT|N|5|1|6|C|PB|S|M|4|Bachelors (4 years)|No|N|38|zero
109000|USA|DB2|5|E|M|Y|1|1|3|C|PB||M|5|Bachelors (4 years)|No|N|50|zero
37500|USA|M|4|E|M|Y|4|1|2|C|PB|C|F|1|Bachelors (4 years)|No|N|40|zero
70000|USA|M|3|E|DBAP|N|2|2|1|C|FG|S|M|20|Associates (2 years)|Yes|YesExpired|40|zero
11800|USA|M|19|E|A|Y|10|5|0|m|PB|S|M|10|None (no degree completed)||N|40|two
80000|USA|MS|5|E|AN|N|3|1|0|C|PB|S|F|4|Bachelors (4 years)|No|YesValid|30|five
51000|USA|O|2|E|AN|N|2|1|6|T|E|S|M|20|Masters|No|N|40|zero
56500|USA|M|3|E|AN|N|3|1|2|m|PB|SE|M|8|Bachelors (4 years)|No|N|45|one
63200|Canada|M|4|E|DBAG|N|3|3|2|c|SG|S|M|20|Associates (2 years)|Yes|YesExpired|35|one
53860|UK|M|5|E|D|N|5|1|0|T|PB|S|M|7|Bachelors (4 years)|No|N|42|zero
92000|USA|M|21|E|E|N|38|4|0|T|PB|S|M|45|None (no degree completed)||YesValid|45|zero
72000|USA|M|4|E|DBAD|N|4|2|2|m|PB|SR|M|2|Bachelors (4 years)|No|N|40|one
78000|USA|M|5|E|DT|N|2|4|1|m|PB|SE|M|4|Bachelors (4 years)|No|YesValid|45|three
62000|USA|M|1|E|AN|N|1|2|0|c|SG|S|M|4|Bachelors (4 years)|Yes|N|40|four
90000|USA|M|18|E|DT|N|9|2|1|c|PB|SR|M|6|None (no degree completed)||N|45|one
103000|USA|M|5|EC|AN|Y|4|3|4|m|PB|C|M|20|None (no degree completed)||N|45|zero
166000|USA|RDS|1|E|M|Y|2|1|6|m|PB|SE|M|1|Masters|No|N|45|one
131000|USA|M|12|E|D|N|15|6|3|m|PB|SR|M|10|Associates (2 years)|Yes|N|45|zero
117000|USA|M|12|E|D|N|12|5|0|C|PB|S|M|5|Bachelors (4 years)|Yes|YesValid|40|zero
78000|UK|M|7|E|M|Y|3|1|0|m|NP|C|M|2|Bachelors (4 years)|No|N|35|zero
105000|USA|O|10|EC|DA|Y|5|4|3|C|PB|S|M|20|Bachelors (4 years)|Yes|YesValid|30|five
70000|USA|P|2|E|DBAD|N|1|1|0|T|PB|S|M|1|Bachelors (4 years)|Yes|N|45|zero
120000|Canada|P|5|E|DA|Y|8|2|0|C|PB|S|M|20|None (no degree completed)||N|40|one
200000|USA||3|EC|E|Y|5|3|1|m|PB|S|M|10000|Masters|Yes|YesValid|45|two
150000|USA|M|16|E|M|Y|3|2|0|C|PB|S|M|10|Bachelors (4 years)|Yes|N|40|four
110000|USA|M|12|E|DBAD|Y|4|1|1|m|PB|SR|M|50|Bachelors (4 years)|Yes|N|50|zero
96000|USA|M|17|E|DBAD|N|17|3|2|C|PB|S|M|15|None (no degree completed)||YesExpired|40|one
58000|USA|M|2|E|AN|N|2|1|5|m|NP|SE|M|8|Bachelors (4 years)|No|N|40|two
90000|USA|M|5|E|M|Y|1|1|0|m|PB|S|M|2|Bachelors (4 years)|No|N|50|zero
75000|USA|M|10|E||N|2|1|1|T|PB|S|M|300|Masters|No|YesValid|40|five
153000|USA|M|15|E|DT|N|2|5|6|m|PB|S|M|10|None (no degree completed)||N|42|two
84000|USA|M|8|E|DBAG|N|5|2|4|C|NP|S|M|400|Associates (2 years)|Yes|YesValid|45|two
87000|USA|M|4|E|DT|N|3|2|6|m|PB|SR|M|30|Bachelors (4 years)|No|N|40|three
93000|USA|M|8|E|D|N|10|3|5|m|SG|SE|M|100|Associates (2 years)|Yes|N|45|three
170000|USA|MS|9|E|DA|N|5|3|1|C|PB|S|M|6|Bachelors (4 years)|Yes|N|55|zero
70000|Canada|M|5|EC|M|Y|2|1|0|C|PB|S|M|3|Bachelors (4 years)|No|N|45|zero
85000|USA|M|4|E|DT|N|3|2|0|C|PB|S|M|8|Associates (2 years)|Yes|N|40|one
56000|Australia|M|3|E|AN|N|5|2|1|m|PB|SE|M|3|Bachelors (4 years)|Yes|N|45|zero
83200|USA|M|5|P|E|N|5|3|3|C|PB|S|M|2|Bachelors (4 years)|Yes|N|40|zero
60000|USA|M|1|E|AN|N|1|1|0|m|NP|SE|M|3|Bachelors (4 years)|Yes|N|45|three
104000|USA|O|15|E|DBAG|Y|6|2|6|T|FG|S|M|1200|Associates (2 years)|Yes|N|40|two
52000|USA|M|4|E|DT|N|2|1|0|T|PB|S|M|2|Bachelors (4 years)|No|YesValid|45|zero
205000|USA|M|25|E|A|N|5|4|1|m|PB|S|M|50|Masters|Yes|YesValid|40|two
137000|USA|M|11|E|DT|N|1|4|4|C|PB|S|M|50|Masters|Yes|N|42|zero
149000|USA|M|22|E|DA|Y|22|1|0|m|SG|SE|M|2|Bachelors (4 years)|No|YesExpired|37|zero
102900|USA|M|7|E|DT|N|7|1|1|c|PB|S|M|5|None (no degree completed)||N|40|four
75000|USA|M|6|E|M|Y|2|1|0|m|PB|SE|M|10|Associates (2 years)|Yes|N|40|five
100000|USA|M|11|E|DBAG|N|7|2|0|m|PB|S|M|7|Bachelors (4 years)|Yes|N|50|five
132000|UK|M|7|IC|DBAG|N|3|2|0|T|PB|S|M|10|Bachelors (4 years)|Yes|N|30|five
57400|USA|M|4|E|AN|N|2|1|1|c|PB|S|M|6|None (no degree completed)||YesValid|45|two
115000|USA|M|19|E|DBAG|N|22|2|2|m|PB|S|M|75|Associates (2 years)|Yes|N|50|five
80000|USA|M|8|E|DBAG|N|8|1|0|C|E|S|M|20|None (no degree completed)||YesValid|40|zero
82000|USA|M|6|E|AN|N|5|3|6|C|PB|S|F|12|Bachelors (4 years)|No|YesValid|40|five
52000|USA|M|1|E|DBAP|N|1|1|4|m|PB|S|M|160|Bachelors (4 years)|Yes|N|40|zero
135000|USA|M|11|E|A|Y|3|2|0|C|PB||M|9|Bachelors (4 years)|Yes|YesValid|40|one
87000|USA|M|4|E|DBAG|N|4|1|0|c|PB|S|M|100|Bachelors (4 years)|Yes|N|42|zero
116965|USA|M|7|E|E|N|6|3|0|m|PB|SE|M|3|Bachelors (4 years)|No|N|40|five
93000|USA|M|3|E|D|N|3|1|3|c|PB|SE|M|6|Bachelors (4 years)|Yes|N|46|zero
137000|USA|M|11|E|DBAG|Y|11|3|0|m|PB|S|M|15|Bachelors (4 years)|Yes|YesExpired|55|two
84000|USA|O|3|E|D|N|2|2|6|m|PB|SE|M|10|Bachelors (4 years)|No|N|55|five
62000|USA|M|4|E|D|N|4|1|6|c|NP|S|F|2|Associates (2 years)|No|N|40|zero
50000|Belgium|M|2|E|DBAD|N|2|1|3|c|PB|S|F|50|None (no degree completed)||N|38|one
40000|USA|M|4|E|AN|N|4|1|0|c|SG|SE|M|10|Bachelors (4 years)|Yes|N|40|zero
120000|USA|M|20|E|A|Y|22|6|0|T|PB|S|M|8|Bachelors (4 years)|No|YesExpired|40|one
30000|Romania|M|3|E|DBAP|N|3|1|2|C|PB|S|M|100|None (no degree completed)||YesValid|10|five
98000|USA|M|6|E|D|N|6|2|1|T|NP|S|M|5|None (no degree completed)||YesValid|40|one
95000|USA|M|19|E|DBAP|N|10|2|0|c|FG|S|M|20|None (no degree completed)||YesValid|40|zero
70000|USA|M|2|E|AN|N|1|1|1|C|PB|S|M|3|Bachelors (4 years)|No|N|40|zero
16500|Russia|M|6|E|DT|N|7|2|1|m|PB|SE|M|7|Bachelors (4 years)|No|N|45|zero
113300|USA|M|7|E|D|N|7|2|0|m|NP|S|M|3|Doctorate/PhD|Yes|N|38|five
77191|Canada|M|13|E|A|N|10|4|0|C|PB|SE|M|20|None (no degree completed)||N|45|zero
99000|USA|M|6|E|DT|N|1|1|1|C|PB|S|M|4|Bachelors (4 years)|Yes|N|35|zero
38000|UK|MS|1|E|AN|N|1|3|1|m|SG|SR|M|2|Bachelors (4 years)|No|N|40|zero
38000|UK|MS|1|E|AN|N|1|3|1|m|SG|SR|M|2|Bachelors (4 years)|No|N|40|zero
103000|New-Zealand|M|6|E|M|Y|4|1|0|m|PB|S|M|5|Bachelors (4 years)|No|N|45|zero
103000|New-Zealand|M|6|E|M|Y|4|1|0|m|PB|S|M|5|Bachelors (4 years)|No|N|45|zero
106000|USA|M|18|E|DBAG|Y|18|2|1|C|NP|S|M|70|Associates (2 years)|No|YesExpired|50|one
66000|USA|M|5|E|AN|N|6|1|0|m|LG|SE|M|3|Masters|Yes|YesValid|40|one
125000|USA|M|10|E|M|Y|7|2|0|m|SG|S|M|4|None (no degree completed)||YesExpired|45|one
71000|UK|M|20|E|DA|N|15|4|6|m|PB|SR|M|20|None (no degree completed)||YesExpired|35|two
